4.95419631,3.730243845
4.95419631,4.256954811
4.95419631,4.185602205
4.95419631,3.389485248
4.95419631,3.80075732
4.95419631,3.784738978
4.95419631,4.342419251
4.95419631,3.480313873
3.584962501,4.044895726
3.584962501,3.689804651
3.584962501,2.431886539
3.584962501,3.819523821
3.584962501,3.017503588
3.584962501,3.689254224
3.584962501,3.384518169
3.584962501,3.543373543
4.392317423,4.027753414
4.392317423,4.511365163
4.392317423,4.110208422
4.392317423,3.880879718
4.392317423,3.935673513
4.392317423,4.00204603
4.392317423,3.741543831
4.392317423,3.649083305
2.700439718,3.345390476
2.700439718,3.031834861
2.700439718,3.325931129
2.700439718,2.755690795
2.700439718,3.355979717
2.700439718,2.922151847
2.700439718,3.349548605
2.700439718,2.77800086
4,3.344162671
4,3.883792821
4,3.675180201
4,3.690442369
4,3.71806702
4,3.139135424
4,3.781819951
4,3.916104889
3.459431619,3.092701685
3.459431619,3.797805705
3.459431619,3.287307982
3.459431619,3.809753682
3.459431619,3.18856817
3.459431619,4.052683508
3.459431619,3.704412052
3.459431619,3.578517481
3.584962501,5.039312827
3.584962501,5.531315673
3.584962501,4.483203533
3.584962501,5.33317676
3.584962501,6.405731152
3.584962501,5.329649385
3.584962501,4.715894639
3.584962501,4.620708328
3.459431619,4.006462257
3.459431619,3.933770147
3.459431619,3.763093204
3.459431619,4.280961454
3.459431619,5.147527762
3.459431619,6.177401923
3.459431619,4.119728964
3.459431619,5.690124249
4,4.096098002
4,4.540572608
4,4.898112571
4,6.096531595
4,5.099628255
4,4.860575955
4,5.614737014
4,4.853525624
4.95419631,3.944797341
4.95419631,5.433393631
4.95419631,5.523486361
4.95419631,6.011505332
4.95419631,5.204320611
4.95419631,6.007000871
4.95419631,4.800219319
4.95419631,4.761970385
2.700439718,4.170254381
2.700439718,3.923938824
2.700439718,5.352915986
2.700439718,4.68858964
2.700439718,5.196892046
2.700439718,5.452055369
2.700439718,4.755156888
2.700439718,4.891082286
4.392317423,4.815239041
4.392317423,5.841617368
4.392317423,5.079362173
4.392317423,6.030196469
4.392317423,4.736678585
4.392317423,4.991320537
4.392317423,3.975670955
4.392317423,2.81681383
